text,label,sentiment
returning egypt exposing resisting creedalism southern baptist convention macon mercer university press 1998 analysis 1994 report presidential theological study committee hill die one southern baptist journey publishing group 2002,school takeover,-0.7184
isbn 978 8054 2634 pressler architect takeover resurgence succinct accurate portrayal complex circumstance readable journalistic summary caught flavor well fact robison james editor unfettered word confronting authority inerrancy question,school takeover,0.2023
macon georgia smyth helwys publishing inc 1994 various article issue biblical authority biblical inerrancy rosenberg ellen southern baptist subculture transition knoxville university tennessee press 1989 sociological study,school takeover,0.0772
doctrine priesthood believer nashville broadman press 1987 baptist identity four fragile freedom macon ga smyth helwys publishing inc 1993 struggle soul sbc reflection interpretation,school takeover,0.4404
struggle soul sbc moderate response fundamentalist movement edited walter shurden 275 90 macon ga mercer university press 1993 silent people controversy shaped southern baptist macon ga smyth helwys publishing inc 1995 going jugular documentary history sbc holy war,school takeover,-0.7351
macon ga mercer university press 1996 proclaiming baptist vision bible macon ga smyth helwys randy sheply editor going jugular documentary history sbc holy war,school takeover,-0.4404
macon georgia mercer university press 1996 chronology controversy along publication article dealing event controversy occurred struggle soul sbc moderate response fundamentalist movement macon georgia mercer university press 1993 moderate leader tell story moderate political response fundamentalist takehover creation new baptist community light takeover final victory,school takeover,-0.0516
silent people controversy shaped southern baptist macon georgia smyth helwys publishing inc 1995 historical overview several dispute changed baptist life story fundamentalist takeover added end smith oran rise baptist republicanism new york new york university press 1997,school takeover,-0.4019
stone william stanley jr southern baptist convention reformation 1979 1990 social drama social movement baton rouge louisiana state university 1993 called preach condemned survive macon ga mercer university press 1985,school takeover,-0.4404
baptist polity see nashville broadman press 1983 baptist reformation conservative resurgence southern baptist convention broadman holman publisher 2000 isbn 978 8054 4091,school takeover,0.0
reexamines twenty year struggle gratitude worked bring baptist reformation tuck william powell baptist tradition macon ga smyth helwys publishing 1993 fundamentalism southern baptist convention crystallization millenialist vision,school takeover,0.4588
charlottesville university virginia 1990 wardin albert baptist around world comprehensive handbook nashville broadman holman publisher 1995 southern baptist southern culture three vision christian america louisville southern baptist theological seminary 1988,school takeover,0.4588
poison pill invented merger acquisition lawyer martin lipton wachtell lipton rosen katz 1982 response tender based hostile takeover poison pill became popular early 1980s response wave takeover corporate raider boone pickens carl icahn term poison pill derives original meaning poison pill physically carried various spy throughout history pill taken spy discovered eliminate possibility interrogated enemy reported 2001 since 1997 every company poison pill successfully resisted hostile takeover 20 company poison pill accepted takeover offer trend since early 2000s shareholder vote poison pill authorization since poison pill designed resist takeover whereas point view shareholder takeover financially rewarding,school takeover,-0.9788
argued poison pill detrimental shareholder interest perpetuate existing management instance microsoft originally made unsolicited bid yahoo subsequently dropped bid yahoo ceo jerry yang threatened make takeover difficult possible unless microsoft raised price 37 per share one microsoft executive commented going burn furniture go hostile going destroy place,school takeover,-0.9081
yahoo shareholder right plan place since 2001 analyst suggested microsoft raised offer 33 per share already expensive yang bargaining good faith later led several shareholder lawsuit aborted proxy fight carl icahn yahoo stock price plunged microsoft withdrew bid jerry yang faced backlash stockholder eventually led resignation poison pill saw resurgence popularity 2020 result global coronavirus pandemic stock price plummeted due pandemic various company turned shareholder right plan defend opportunistic takeover offer,school takeover,0.1779
publicly held company various poison pill method deter takeover bid takeover soliciting proxy board acquiring controlling block share using associated vote get elected board control board bidder manage target currently common type takeover defense shareholder right plan board director company redeem otherwise eliminate standard poison pill typically preclude proxy fight takeover attempt accompanied acquisition significant block company stock,school takeover,-0.8979
however prevent shareholder entering certain agreement assist proxy fight agreement pay another shareholder expense combination staggered board director however shareholder right plan defense goal shareholder right plan force bidder negotiate target board directly shareholder effect twofold give management time find competing offer maximize selling price several study indicate company poison pill shareholder right plan received higher takeover premium company without poison pill result increased shareholder value,school takeover,0.3818
poison pill sometimes used broadly describe type takeover defense involve target taking action although broad category takeover defense commonly known shark repellent includes traditional shareholder right plan poison pill anti takeover protection include limitation ability call special meeting take action written consent supermajority vote requirement approve merger supermajority vote requirement remove director,school takeover,-0.5574
target add charter provision give current shareholder right sell share acquirer increased price usually 100 recent average share price acquirer share company reach critical limit usually one third kind poison pill stop determined acquirer ensures high price company target take large debt effort make debt load high attractive acquirer would eventually pay debt company buy number smaller company using stock swap diluting value target stock classified board staggered election board director,school takeover,0.5106
general implies continual effort modify improve institution education time need value society change attitude towards public education change social institution education play integral role process socialization socialization broadly composed distinct inter intra generational process involve harmonization individual attitude behavior socio cultural milieu,education reform,0.8625
educational matrix mean reinforce socially acceptable informal formal norm value belief individual need learn order accepted good functioning productive member society process constantly renegotiating restructuring educational standard reflect ever evolving contemporary ideal social economic political culture reform based bringing education alignment society core value reform attempt change society core value connect alternative education initiative network alternative institution pursued variety specific reason generally reform aim redressing societal ill poverty gender class based inequity perceived ineffectiveness current education trend united state represent multiple achievement gap across ethnicity income level geography,education reform,0.8834
mckinsey company reported 2009 analysis educational gap impose united state economic equivalent permanent national recession reform usually proposed thinker aim redress societal ill institute societal change often change education member class people preparation ruling class rule working class work social hygiene lower immigrant class preparation citizen democracy republic etc idea child provided high level education relatively recent idea arisen largely context western democracy 20th century belief school district optimistic quite literally student succeed context high school graduation examination united state student group regardless heritage income pas test introduction typically fall beyond ability top 20 30 percent student claim clearly renounce historical research show ethnic income group score differently standardized test standard based assessment student achieve bell curve,education reform,0.8
instead education official across world believe setting clear achievable higher standard aligning curriculum assessing outcome learning increased student student succeed 50 percent defined grade level norm referenced standard state tried use state school increase state power especially make better soldier worker strategy first adopted unify related linguistic group europe including france germany italy exact mechanism unclear often fails area population culturally segregated indian school service failed suppress lakota navaho culture widely respected autonomous cultural institution spanish failed suppress catalan many student democracy desired improve education order improve quality governance democratic society necessity good public education follows logically one belief quality democratic governance depends ability citizen make informed intelligent choice education improve ability,education reform,0.9768
politically motivated educational reform democratic type recorded far back plato republic united state lineage democratic continued thomas jefferson advocated ambitious reform partly along platonic line public schooling virginia another motivation reform desire address socio economic problem many people see significant root lack education starting 20th century people attempted argue small improvement education large return area health wealth well example kerala india 1950s increase woman health correlated increase female literacy rate,education reform,0.9601
taught 18th 19th century western classical education curriculum focused concrete detail like unless carefully taught large group instruction naturally neglect asking theoretical question discussed smaller group classical education period also teach local vernacular language culture instead taught high status ancient language greek latin culture,education reform,0.3818
19th century advent government funded public school protestant organization established charity school educate lower social class roman catholic church government later adopted model designed inexpensive charity school operated minimal budget strived serve many needy child possible led development grammar school primarily focused teaching literacy grammar bookkeeping skill student could use book inexpensive resource continue education grammar first third prevalent system classical education,education reform,0.5574
educator joseph lancaster andrew bell developed monitorial system also known mutual instruction bell lancaster method contemporary educationalist writer elizabeth hamilton suggested important aspect method anticipated belfast schoolmaster david manson 1760s manson developed peer teaching monitoring system within context called play school dispensed discipline rod radically manson proposed liberty child take quantity lesson agreeable inclination lancaster impoverished quaker early 19th century london bell madras school india developed model independent one another however design model utilizes advanced student resource teach le advanced student achieving student teacher ratio small educating 1000 student per adult,education reform,0.9081
lack adult supervision lancaster school resulted older child acting disciplinary monitor taskmaster provide order promote discipline school implemented unique internal economic system inventing currency called scrip although currency worthless outside world created fixed exchange rate student tuition student could use scrip buy food school supply book item school store student could earn scrip tutoring promote discipline school adopted work study model,education reform,0.25
every job school bid student largest bid winning however student tutor could auction position class earn scrip bid student job paid adult supervision lancaster promoted system piece called improvement education spread widely throughout english speaking world lancaster school provided grammar school education fully developed internal economy cost per student near 40 per year 1999 dollar,education reform,0.8481
reduce cost motivated save scrip lancaster student rented individual page textbook school library instead purchasing textbook student would read aloud page group student commonly exchanged tutoring paid item service receipt tutoring school teach submission orthodox christian belief government authority result english speaking country developed mandatory publicly paid education explicitly keep public education responsible hand elite said lancaster school might become dishonest provide poor education accountable established authority,education reform,0.7003
would become united state first public school established boston massachusetts april 23 1635 puritan schoolmaster philemon pormont led instruction boston latin school time post secondary education commonly utilized tool distinguish one social class social status access education privilege white upper class christian male child preparation university education ministry colonial america maintain puritan religious tradition formal informal education instruction focused teaching literacy,education reform,0.7845
colonist needed understand written language fundamental level order read bible colony written secular law religious leader recognized person educated enough meet individual need station life social harmony first compulsory education law passed massachusetts 1642 1648 religious leader noticed parent providing child proper education law stated town 50 family obligated hire schoolmaster teach child reading writing basic arithmetic 1642 general court passed law required head household teach dependent apprentice servant well child read english face fine,education reform,0.6808
parent could provide instruction hire someone else selectman keep vigilant eye brother neighbor young people whose education neglected could removed parent master 1647 law eventually led establishing publicly funded district school massachusetts town although despite threat fine compliance quality public school le satisfactory many town shamefully neglectful child education 1718 sad experience found many town obliged law able support grammar school yet choose rather incur pay fine penalty maintain grammar school,education reform,-0.8522
reconstruction 1865 1877 african american worked encourage public education south supreme court decision plessy ferguson held segregated public facility constitutional long black white facility equal meant african american child legally allowed attend public school although school still segregated based race however mid twentieth century civil right group would challenge racial segregation second half nineteenth century 1870 1914 america industrial revolution refocused nation attention need universally accessible public school system invention innovation improved production method critical continued growth american manufacturing compete global economy overwhelming demand literate worker possessed practical training emerged,education reform,0.9201
charter school business cost risk fully funded taxpayer 2018 19 school year 427 charter school throughout united state significant increase 2000 01 school year 993 charter school united state charter school nonprofit name structured way individual private enterprise connected make money charter school profit global education market valued 5t embodying hope aspiration people everywhere many case public largely unaware rapidly changing educational landscape debate public private market approach decision made affect child community,education reform,0.926
rapidly changing environment research impact different approach educational improvement available included discussion policy decision critic accused profit entity education management organization emos private foundation bill melinda gate foundation eli edythe broad foundation walton family foundation funding charter school initiative undermine public education turn education business model make profit according activist jonathan kozol education seen one biggest market opportunity america case school charter held non profit chooses contract school operation third party often profit cmo arrangement defined vendor operated school vos,education reform,0.9274
largest cmo provider kipp foundation nearly twice many school enrolled nearly twice many student next largest provider 2009 2010 see table emo provider student k12 inc enrolled nearly twice many student largest cmo provider kipp foundation top ten largest emo provider enrolled 150 000 student top ten largest cmo provider average student enrollment emo affiliated charter school 494 student compared 306 student cmo affiliated charter school 301 freestanding charter school least five state passed legislation requiring student complete least one virtual class order obtain high school diploma 28 slate report 2011 republican legislator florida passed legislation making completion least one virtual class graduation requirement least 32 state lawmaker supported law received donation k12 prior year,education reform,0.7184
economist nobel laureate milton friedman advocate school choice promote excellence education competition choice competitive market school eliminates need otherwise attempt workable method accountability result public education voucher permit guardian select pay school public private public fund currently allocated local public school theory child guardian naturally shop best school much already done college level though appealing theory many reform based school choice led slight moderate improvement teacher union member see insufficient offset decreased teacher pay job security,education reform,0.9451
instance new zealand landmark reform 1989 school granted substantial autonomy funding devolved school parent given free choice school child would attend led moderate improvement school argued associated increase inequity greater racial stratification school nullified educational gain others however argued original system created inequity due lower income student required attend poorer performing inner city school allowed school choice better education available higher income inhabitant suburb instead argued school choice promoted social mobility increased test score especially case low income student similar result found jurisdiction,education reform,0.934
critic teacher tenure claim law protect ineffective teacher fired detrimental student success tenure law vary state state generally set probationary period teacher prof worthy lifelong position probationary period range one three year advocate tenure reform often consider period short make important decision especially decision exceptionally hard revoke due process restriction protect tenured teacher wrongfully fired however restriction also prevent administrator removing ineffective inappropriate teacher,education reform,-0.4131
2008 survey conducted department education found average teacher dismissed year poor performance october 2010 apple inc ceo steve job consequential meeting president barack obama discus competitiveness nation education system meeting job recommended pursuing policy would make easier school principal hire fire teacher based merit 2012 tenure school teacher challenged california lawsuit called vergara california primary issue case impact tenure student outcome equity education june 10 2014 trial judge ruled california teacher tenure statute produced disparity shock conscience violate equal protection clause california constitution july 2014 secretary education arne duncan commented vergara decision meeting president barack obama representative teacher union,education reform,-0.7351
according 2005 report oecd united state tied first place switzerland come annual spending per student public school two country spending 11 000 currency despite high level funding public school lag behind school rich country area reading math science analysis developed country show correlation per student spending student performance suggesting factor influencing education top performer include singapore finland korea relatively low spending education high spender including norway luxembourg relatively low performance one possible factor distribution funding,education reform,0.3818
school wealthy area tend funded school poorer area tend underfunded difference spending school district may accentuate inequality result best teacher moving teach wealthy area inequality district school led 23 state instituting school finance reform based adequacy standard aim increase funding low income district 2018 study found 1990 2012 finance reform led increase funding test score low income district suggests finance reform effective bridging inter district performance inequality also shown socioeconomic situation student family influence determining success suggesting even increased fund low income area increase performance may still perform worse peer wealthier district,education reform,0.946
starting early 1980s series analysis eric hanushek indicated amount spent school bore little relationship student learning controversial argument focused attention money spent instead much spent led lengthy scholarly exchange part argument fed class size debate discussion input policy also moved reform effort towards issue school accountability including child left behind use merit pay incentive study show smaller class size newer building require higher funding implement lead academic improvement,education reform,0.4019
1995 minister education sukavich rangsitpol launched series 1995 intention realize potential thai people develop better quality life develop nation peaceful co existence global community sukavich rangsitpol education minister came reform program 1996 sense major change needed education reflected recently introduced reform program built around four major improvement improving physical state school upgrading quality teacher reforming learning teaching method streamlining administration school based management sbm thailand implemented 1997 course reform aimed overcoming profound crisis educaci system according unesco thailand led following result educational budget increased 133 billion baht 1996 163 billion baht 1997 22 increase since 1996 first grade student taught english second foreign language computer literacy professional advancement teacher level teacher level without submit academic work consideration approved thai government,education reform,0.926
movement use computer education naturally includes many unrelated idea method pedagogy since many us digital computer example fact computer naturally good math lead question use calculator math education internet communication capability make potentially useful collaboration foreign language learning computer ability simulate physical system make potentially useful teaching science often however debate digital center around general application computer education electronic test taking online class,education reform,0.875
another viable addition digital education blended learning 2009 million 12 student took online course compared 2000 45 000 took online course blended learning example include pure online blended traditional education research result show effective learning take place blended format allows child view lecture ahead time spend class time practicing refining applying previously learned,education reform,0.4767
idea creating artificial intelligence led computer scientist believe teacher could replaced computer something like expert system however attempt accomplish predictably proved inflexible computer understood tool assistant teacher student harnessing richness internet another goal case classroom moved entirely online instance goal learn internet classroom web based international educational software development student new york university based belief current educational institution rigid effective teaching routine student passive question practice predictable standardized,education reform,0.9451
software allows course tailored individual ability frequent automatic multiple intelligence assessment ultimate goal include assisting student intrinsically motivated educate aiding student self actualization course typically taught college reformatted taught level student whereby elementary school student may learn foundation topic desire program potential remove bureaucratic inefficiency education modern country decreasing digital divide help developing nation rapidly achieve similar quality education open format similar wikipedia teacher may upload course online feedback system help student choose relevant course highest quality,education reform,0.9382
teacher provide link digital course webcast video lecture student personal academic profile forum allow student pose complex question simpler question automatically answered software bring solution searching knowledge database includes available course topic 21st century ushered acceptance encouragement internet research conducted college university campus home even gathering area shopping center addition cyber cafe campus coffee shop loaning communication device library availability portable technology device opened world educational resource availability knowledge elite always obvious yet provision networking device even wireless gadget sign out library made availability information expectation person,education reform,0.8402
cassandra whyte researched future computer use higher education campus focusing student affair though first seen data collection outcome reporting tool use computer technology classroom meeting area home continued unfold sole dependence paper resource subject information diminished book article well online course anticipated become increasingly staple affordable choice provided higher education institution according whyte 2002 presentation digitally flipping classroom trend digital education gained significant momentum richardson author visionary digital education realm point distant future seemingly infinite possibility digital communication linked improved education education whole stand alone entity slow embrace change,education reform,0.9062
use web tool wikis blog social networking site tied increasing overall effectiveness digital education school example exist teacher student success story learning transcended classroom reached far society medium instrumental pushing formal educational institution become savvier method additionally advertising continues vital force shaping student parent thought pattern technology dynamic entity constantly flux time press new technology continue break paradigm reshape human thinking regarding technological innovation concept stress certain disconnect teacher learner growing chasm started time ago,education reform,0.8885
see tfm comer 1997 waiting miracle school solve problem new york penguin book hard get good school new york teacher college columbia university,education reform,0.6597
darling hammond linda 1997 right learn blueprint creating school work dewey dewey 1915 school morrow dintersmith ted 2018,education reform,0.7184
school could insight inspiration teacher across america princeton university press gatto john taylor 1992 dumbing hidden curriculum compulsory schooling canada new society publisher,education reform,0.4404
productive learning science art einstein relativity new york sage publication inc goldstein dana 2014 teacher war history america embattled profession isbn 978 385 53695 anderson 1959 1987,education reform,-0.5994
nongraded elementary school new york harcourt brace company green elizabeth 2014 building better teacher teaching work teach everyone norton company,education reform,0.4404
isbn 978 393 08159 hanushek eric 2013 endangering prosperity global view american school brookings institution isbn 978 8157 0373,education reform,0.0
1994 outrageous question legacy bronson alcott america one room school new york class bureaucracy school illusion educational change america new york praeger publisher 1987 struggle american curriculum new york routledge kegan paul,education reform,-0.6486
school child deserve moving beyond traditional classroom tougher standard boston houghton mifflin co murphy school based management school reform taking stock thousand oak ca corwin press inc ogbu minority education caste american system cross cultural perspective,education reform,0.1779
new york academic press great school war history new york city public school new york basic book inc sarason revisiting culture school problem change new york teacher college press,education reform,-0.3612
predictable failure educational reform change course late san francisco josey bass inc sizer horace compromise dilemma american high school boston houghton mifflin company whatever take geoffrey canada quest change harlem america,education reform,-0.6124
new york houghton mifflin company child succeed new york houghton mifflin company tyack david cuban larry 1995 tinkering toward utopia century public school reform,education reform,0.4939
since end cultural revolution 1966 76 education system china geared towards economic modernization 1985 federal government ceded responsibility basic education local government central committee chinese communist party decision reform educational structure plan may 1985 authority called nine year compulsory education establishment state education commission created following month official commitment improved education nowhere evident substantial increase fund education seventh five year plan 1986 90 amounted 72 percent fund allotted education previous plan period 1981 85 1986 16 percent state budget earmarked education compared 10 percent 1984,education reform,0.799
since 1949 education source controversy china result continual intra party realignments official policy alternated ideological imperative practical effort national education though two often incompatible great leap forward 1958 60 socialist education movement 1962 65 sought end deeply rooted academic elitism narrow social cultural gap worker peasant urban rural population eliminate tendency scholar intellectual disdain manual labor cultural revolution universal fostering social equality overriding priority post mao zedong chinese communist party leadership view education foundation four modernization,education reform,0.8658
early 1980s science technology education became important focus education policy 1986 training skilled personnel expanding scientific technical knowledge assigned highest priority although humanity considered important vocational technical skill considered paramount meeting china modernization goal reorientation educational priority paralleled deng xiaoping strategy economic development emphasis also placed training already educated elite would carry modernization program coming decade,education reform,0.3818
renewed emphasis modern science technology led adoption outward looking policy encouraged learning borrowing abroad advanced training wide range scientific field beginning 1976 beginning third plenum eleventh national party congress central committee december 1978 intellectual encouraged pursue research support four modernization long complied party four cardinal principle given relatively free rein party government determined structure four cardinal principle stretched beyond tolerable limit might restrict intellectual expression literature art also experienced great revival late 1970s 1980s traditional form flourished many new kind literature cultural expression introduced abroad,education reform,0.9861
since 1950s china providing nine year compulsory education amount fifth world population 1999 primary school education become generalized 90 china mandatory nine year compulsory education effectively covered 85 population education funding provided central provincial government varies across region rural area notably lower major urban area family must supplement money provided school government tuition fee mean child much le however parent place high value education make great personal sacrifice send child school university,education reform,0.8176
illiteracy young mid aged population fallen 80 percent five percent system trained 60 million mid high level professional near 400 million laborer junior senior high school level today 250 million chinese get three level school education elementary junior senior high school doubling rate increase rest world period net elementary school enrollment reached 98 percent gross enrollment rate junior high school 94 percent china educational horizon expanding,education reform,-0.7003
1980s mba virtually unknown 2004 47 000 mba trained 62 mba school many people also apply international professional qualification emba mpa close 10 000 mpa student enrolled 47 school higher learning including peking university tsinghua university education market rocketed training testing professional qualification computer foreign language thriving continuing education trend one life schooling become lifelong learning international cooperation education exchange increase every year,education reform,0.3182
china student studying abroad country since 1979 697 000 chinese student studying 103 country region 185 000 returned finishing study number foreign student studying china increased rapidly 2004 110 000 student 178 country studying china university investment education increased recent year proportion overall budget allocated education increased one percentage point every year since 1998 according ministry education program government set educational finance system line public finance system strengthen responsibility government level educational investment ensure financial allocation educational expenditure grows faster regular revenue program also laid government aim educational investment account four percent gdp relatively short period time,education reform,0.8591
non compulsory education china adopts shared cost mechanism charging tuition certain percentage cost meanwhile ensure student low income family access higher education government initiated way assistance policy measure scholarship work study program subsidy student special economic difficulty tuition reduction exemption state stipend government committed markedly raising educational level overall evidenced ministry education program estimated 2020 every 100 000 people 13 500 junior college education 31 000 senior high school schooling also estimated illiteracy semi literacy rate fall three percent average schooling duration across population increase eight year nearly 11 chinese high school student multiple gold medal every year consistently many international science olympiad competition like international biology olympiad international olympiad astronomy astrophysics international olympiad informatics international earth science olympiad international mathematical olympiad international physic olympiad international chemistry olympiad,education reform,0.9022
2009 survey programme international student assessment pisa worldwide evaluation 15 year old school pupil scholastic performance oecd chinese student shanghai achieved best result mathematics science reading oecd also found even poor rural area performance close oecd average average across breadth country reported china ranking taken select district pisa 2018 result showed student beijing shanghai jiangsu zhejiang topped ranking reading mathematics science china school child smartest world oecd secretary general angel gurria said student chinese province outperformed large margin peer 78 participating country 10 socio economically disadvantaged student area also showed better reading skill average student oecd country well skill similar 10 advantaged student oecd country cautioned province municipality far representing china whole,education reform,0.8689
deng xiaoping far ranging educational reform policy involved level education system aimed narrow gap china developing country thus modernizing education critical modernizing china included devolution educational management central local level mean chosen improve education system centralized authority abandoned however evidenced creation state education commission academically goal reform enhance universalize elementary junior middle school education increase number school qualified teacher develop vocational technical education uniform standard curriculum textbook examination teacher qualification especially middle school level established considerable autonomy variation among autonomous region province special municipality allowed,education reform,0.6486
law nine year compulsory education took effect july 1986 established requirement deadline attaining universal education tailored local condition guaranteed school age child right receive least nine year education six year primary education three year secondary education people congress various local level within certain guideline according local condition decide step method deadline implementing nine year compulsory education accordance guideline formulated central authority program sought bring rural area four six year compulsory schooling line urban counterpart education department exhorted train million skilled worker trade profession offer guideline curriculum method comply reform program modernization need provincial level authority develop plan enact decree rule distribute fund county administer directly key secondary school,education reform,0.4019
county authority distribute fund township government make deficiency county authority supervise education teaching manage senior high school teacher school teacher service training school agricultural vocational school exemplary primary junior high school remaining school managed separately county township authority compulsory education law divided china three category city economically developed area coastal province small number developed area hinterland town village medium development economically backward area november 1985 first category larger city approximately 20 percent county mainly developed coastal southeastern area china achieved universal year education,education reform,0.296
1990 city economically developed area coastal provincial level unit small number developed interior area approximately 25 percent china population area junior middle school already popularized targeted universal junior high school education education planner envisioned mid 1990s worker staff coastal area inland city moderately developed area combined population 300 million 400 million people would either compulsory year vocational education percent people area would college education building solid intellectual foundation china furthermore planner expected secondary education university entrant would increased year 2000 second category targeted year compulsory education law consisted town village medium level development around 50 percent china population universal education expected reach junior high school level 1995 technical higher education projected develop rate,education reform,0.8519
third category economically backward rural area around 25 percent china population popularize basic education without timetable various level according local economic development though state would try support educational development state also would assist education minority nationality area past rural area lacked standardized universal primary education system produced generation illiterate 60 percent primary school graduate met established standard example government commitment nine year compulsory education january 1986 state council drafted bill passed fourteenth session standing committee sixth national people congress made illegal organization individual employ youth completed nine year schooling bill also authorized free education subsidy student whose family financial difficulty,education reform,0.5994
tuition free primary education despite compulsory education law still target rather realized goal throughout china many family difficulty paying school fee child forced leave school earlier nine year goal year system called nine year one policy chinese usually refers educational integration elementary school middle school graduating elementary school graduate directly enter junior high school,education reform,-0.3182
grade school implement year system usually called grade grade grade main feature year system continuity student finish education elementary school middle school principle proximity student enter nearby school instead middle school entrance examination,education reform,0.0
china basic education involves pre school nine year compulsory education elementary junior high school standard senior high school education special education disabled child education illiterate people china 200 million elementary high school student together pre school child account one sixth total population reason central government prioritized basic education key field infrastructure construction educational development recent year senior high school education developed steadily 2004 enrollment 215 million time 1988,education reform,0.4019
key school term institution record academic achievement given priority assignment teacher equipment fund many key school shut cultural revolution reappeared late 1970s early 1980s became integral part effort revive lapsed education system educational resource scarce key school also allowed recruit best student special training compete admission top school next level key school constituted small percentage regular senior middle school funneled best student best secondary school largely basis entrance score 1980 greatest resource allocated key school would produce greatest number college entrant,education reform,0.9823
institution primary education country vast china impressive accomplishment contrast 20 percent enrollment rate 1949 1985 96 percent primary school age child enrolled approximately 832 300 primary school enrollment figure compared favorably recorded figure late 1960s early 1970s enrollment standard egalitarian 1985 world bank estimated enrollment primary school would decrease 136 million 1983 95 million late 1990s decreased enrollment would reduce number teacher needed yet qualified teacher would continue demand,education reform,0.6908
law nine year compulsory education primary school tuition free reasonably located convenience child attending student would attend primary school neighborhood village parent paid small fee per term book expense transportation food heating previously fee considered deterrent attendance student poor family received stipend state enterprise institution sector society encouraged establish school major concern scarce resource conserved without causing enrollment fall without weakening better school,education reform,0.3085
particular local government told pursue middle school education blindly primary school education still developing wrest money teaching staff material primary school child usually entered primary school seven year age six day week regulatory change 1995 1997 changed five half five day respectively two semester school year consisted month began september march summer vacation july august winter vacation january february urban primary school typically divided school week twenty four twenty seven class forty five minute rural area norm half day schooling flexible schedule itinerant teacher primary school five year course except city beijing shanghai later major city reintroduced six year primary school accepted child six one half year rather seven,education reform,0.6597
primary school curriculum consisted chinese mathematics physical education music drawing elementary instruction nature history geography combined practical work experience around school compound general knowledge politics moral training stressed love motherland love political party love people previously love chairman mao another part curriculum foreign language often english introduced third grade chinese mathematics accounted 60 percent scheduled class time natural science social science accounted percent putonghua commonly spoken language taught regular school pinyin romanization lower grade kindergarten,education reform,0.9607
